corp_code,직원 수,연도
00132637,35.0,2021
00112679,2.0,2021
00153339,0.0,2021
00113614,8,2021
00161976,2,2021
00166573,29,2021
00108940,0.0,2021
00119672,18.0,2021
00161709,7,2021
00143651,177,2021
00121039,10.0,2021
00142883,12.0,2021
00152729,27,2021
00149239,47,2021
00137359,9.0,2021
00118965,25,2021
00140131,0.0,2021
00198697,0.0,2021
00131197,0.0,2021
00121534,3,2021
00159500,437,2021
00112022,0.0,2021
00181943,0.0,2021
00145464,46.0,2021
00107987,24.0,2021
00133706,0.0,2021
00209780,8,2021
00231372,17,2021
00158963,0.0,2021
00134510,10,2021
00121543,181,2021
00130772,30.0,2021
00129642,17,2021
00369833,0.0,2021
00303217,0.0,2021
00159218,227,2021
00353878,9.0,2021
00398792,28,2021
00428729,0.0,2021
00435312,8,2021
00210856,29,2021
00406046,8,2021
00414601,0.0,2021
00454946,3.0,2021
00113225,4,2021
00540641,12,2021
00409672,17.0,2021
00573579,81.0,2021
00671376,118,2021
00589127,48,2021
00587466,0.0,2021
00117726,38,2021
00593032,87,2021
00365387,9,2021
00632304,6,2021
00520887,62,2021
00648721,0.0,2021
00428321,29,2021
00145598,7,2021
00687711,0.0,2021
00728638,0.0,2021
00173944,4,2021
00753643,0.0,2021
00670340,3,2021
00787376,7.0,2021
00360142,24,2021
00823429,0.0,2021
00815369,0.0,2021
00151368,10,2021
00661847,15,2021
00119140,6,2021
00526599,28,2021
00110608,0.0,2021
01010110,7,2021
00132354,2,2021
01059605,76,2021
01093007,0.0,2021
00225706,21,2021
01167056,108,2021
01205329,110,2021
01261893,17,2021
01267684,150,2021
00248974,56.0,2021
01310269,760,2021
00367844,2037,2021
01412822,8.0,2021
00128111,70,2021
00141671,17,2021
00216647,92,2021
00238782,6.0,2021
00226352,0.0,2021
00171265,42.0,2021
00258689,6,2021
00247975,15,2021
00239639,2.0,2021
00260930,28,2021
00187415,2.0,2021
00280688,11,2021
00369170,112,2021
00306454,6.0,2021
00353610,18,2021
00228350,0.0,2021
00225742,1.0,2021
00364467,20,2021
00378628,8,2021
00245472,6.0,2021
00399694,26,2021
00405320,10,2021
00104573,14.0,2021
00476498,89,2021
00177816,1.0,2021
00531014,0.0,2021
00359395,4,2021
00490151,0.0,2021
00524421,0.0,2021
00525642,20,2021
00444329,16,2021
00613318,16,2021
00612294,0.0,2021
00888347,22,2021
00366137,1.0,2021
01032404,16,2021
01061327,0.0,2021
00970453,6,2021
01067516,13,2021
00819073,49,2021
01159853,21,2021
01160363,50,2021
01168684,19,2021
01152470,141,2021
01237540,114,2021
01236532,0.0,2021
00897752,0.0,2021
01256864,0.0,2021
00112378,0.0,2021
00101628,44,2021
00133335,1.0,2021
00126089,29.0,2021
00141307,17.0,2021
00104698,9,2021
00145686,14,2021
00123541,20,2021
00147222,0.0,2021
00159573,0.0,2021
00112970,24,2021
00120872,0.0,2021
00107066,318,2021
00126414,3,2021
00152039,5.0,2021
00101220,12,2021
00154055,0.0,2021
00125974,27,2021
00117337,66,2021
00118345,28,2021
00148948,1,2021
00148461,3.0,2021
00106119,0.0,2021
00114765,5.0,2021
00117027,7.0,2021
00129350,6,2021
00102751,7.0,2021
00116268,17,2021
00163196,11,2021
00122694,31.0,2021
00133618,0.0,2021
00127857,2.0,2021
00149345,12,2021
00141626,0.0,2021
00118451,0.0,2021
00173698,15,2021
00123107,0.0,2021
00150828,144,2021
00121932,0.0,2021
00149804,9.0,2021
00174004,13,2021
00106313,370,2021
00123718,28,2021
00146214,1.0,2021
00160621,0.0,2021
00154426,6,2021
00122348,0.0,2021
00122056,0.0,2021
00161860,363.0,2021
00133511,2.0,2021
00115287,35.0,2021
00108038,23,2021
00172185,0.0,2021
00134963,5,2021
00148939,0.0,2021
00135050,21,2021
00138057,0.0,2021
00114093,11.0,2021
00109514,3.0,2021
00127158,0.0,2021
00162063,262,2021
00135962,384.0,2021
00156488,29,2021
00124151,25,2021
00136341,134.0,2021
00109754,23.0,2021
00136624,3.0,2021
00115612,325,2021
00141875,152,2021
00260392,0.0,2021
00122825,0.0,2021
00109824,21.0,2021
00126201,30,2021
00136402,0.0,2021
00109161,20.0,2021
00146296,20,2021
00104786,3.0,2021
00146454,4,2021
00115384,11,2021
00131939,0.0,2021
00157104,6,2021
00145446,7,2021
00107224,1.0,2021
00121570,0.0,2021
00146542,0.0,2021
00104999,14.0,2021
00138516,0.0,2021
00168401,0.0,2021
00117629,6,2021
00102140,0.0,2021
00111111,0.0,2021
00111689,0.0,2021
00163761,0.0,2021
00129271,0.0,2021
00128227,16.0,2021
00143262,0.0,2021
00160375,0.0,2021
00166500,13,2021
00148522,8,2021
00128980,0.0,2021
00118521,3.0,2021
00129280,0.0,2021
00153524,0.0,2021
00124027,13,2021
00129554,43,2021
00160861,0.0,2021
00162072,11.0,2021
00145437,0.0,2021
00141413,0.0,2021
00102113,26,2021
00112651,15,2021
00102432,543,2021
00129420,30,2021
00156354,44,2021
00150633,0.0,2021
00129509,24,2021
00111458,0.0,2021
00105299,11.0,2021
00122481,11.0,2021
00132628,1.0,2021
00106881,0.0,2021
00134565,16.0,2021
00143314,4.0,2021
00108746,8.0,2021
00146649,1.0,2021
00135777,0.0,2021
00103662,6.0,2021
00135111,7.0,2021
00118008,1,2021
00138792,90,2021
00134316,0.0,2021
00191588,3,2021
00115065,3.0,2021
00103510,0.0,2021
00180795,0.0,2021
00121969,27.0,2021
00142865,43,2021
00177199,0.0,2021
00114154,102,2021
00191472,13,2021
00157070,63,2021
00197759,4,2021
00136776,0.0,2021
00123781,5.0,2021
00144395,12,2021
00204208,28.0,2021
00178754,25.0,2021
00135795,5.0,2021
00118044,79,2021
00273615,9,2021
00186559,68,2021
00218575,11.0,2021
00193009,2.0,2021
00146861,67,2021
00125576,0.0,2021
00145862,12,2021
00122551,0.0,2021
00249247,4,2021
00161383,4.0,2021
00269241,4,2021
00347734,1.0,2021
00422895,61,2021
00423690,115.0,2021
00427483,22,2021
00357360,6,2021
00151298,0.0,2021
00365989,20,2021
00416654,0.0,2021
00469799,0.0,2021
00305668,24,2021
00415628,61,2021
00361488,0.0,2021
00508274,2,2021
00540605,244,2021
00172228,53,2021
00557933,27,2021
00442835,0.0,2021
00585219,12,2021
00112165,703,2021
00106614,4.0,2021
00441243,9.0,2021
00646732,0.0,2021
00652423,0.0,2021
00681142,0.0,2021
00683469,25,2021
00706715,1.0,2021
00226316,8,2021
00561866,26,2021
00797364,44,2021
00796994,0.0,2021
00828789,73.0,2021
00855163,1,2021
00852087,0.0,2021
00415646,0.0,2021
00332927,3.0,2021
00105606,16,2021
00816544,1.0,2021
01234297,1.0,2021
01236897,33,2021
01262458,0.0,2021
00651901,32,2021
00128546,4,2021
00130383,185.0,2021
00117276,0.0,2021
00137915,36,2021
00141246,187,2021
00105466,217.0,2021
00184667,25,2021
00173032,11.0,2021
00197476,0.0,2021
00158219,0.0,2021
00155948,144.0,2021
00227333,27,2021
00264547,17,2021
00301246,2.0,2021
00141389,7.0,2021
00265041,7.0,2021
00246417,22,2021
00263654,0.0,2021
00230425,2,2021
00405278,17,2021
00313649,0.0,2021
00369657,19,2021
00375931,41.0,2021
00523307,125.0,2021
00541349,143,2021
00525679,28,2021
00114808,67,2021
00580199,43,2021
00556907,23,2021
00181299,34,2021
00545734,0.0,2021
00545929,2,2021
00411048,0.0,2021
00530185,58,2021
00693554,18,2021
00623661,8.0,2021
00808022,0.0,2021
00842619,5.0,2021
00838005,10,2021
00989619,0.0,2021
01074862,426,2021
01078178,0.0,2021
01090471,2,2021
01029394,0.0,2021
01336373,1,2021
01182444,0.0,2021
01181515,4.0,2021
00104519,2.0,2021
00107677,0.0,2021
00167208,182.0,2021
00150439,4,2021
00132868,0.0,2021
00134176,0.0,2021
00159564,5.0,2021
00480950,0.0,2021
00458234,14,2021
00110750,0.0,2021
00161781,24,2021
00306162,14.0,2021
00788773,56,2021
01061558,7,2021
00536523,0.0,2021
00106641,444,2020
00138279,48.0,2020
00155355,17,2020
00190321,597,2020
00181712,142,2020
00266961,89,2020
00124504,28,2020
00631518,85,2020
00113410,223,2020
00117212,26,2020
00109693,2207,2020
00146083,5,2020
00160047,0.0,2020
00113508,0.0,2020
00116824,0.0,2020
00164779,106,2020
00164478,2077,2020
00160588,193,2020
00160843,48,2020
00148540,6,2020
00120076,12,2020
00113207,11.0,2020
00121941,454.0,2020
00131780,190,2020
00117577,1.0,2020
00163512,48.0,2020
00161046,47,2020
00154462,2,2020
00117230,22.0,2020
00126955,40,2020
00138224,71.0,2020
00113526,991,2020
00120021,3,2020
00157681,36,2020
00145880,411,2020
00171636,1.0,2020
00136378,2.0,2020
00125743,8,2020
00157399,38,2020
00117188,74.0,2020
00120562,1.0,2020
00124726,206,2020
00120571,256,2020
00164742,4578,2020
00131832,10,2020
00105952,5,2020
00120030,1654.0,2020
00126362,929,2020
00140177,696.0,2020
00141529,44,2020
00109189,0.0,2020
00165680,328,2020
00161426,0.0,2020
00126371,402.0,2020
00136086,10.0,2020
00161693,52.0,2020
00119007,5.0,2020
00162461,92.0,2020
00140964,3,2020
00148896,70.0,2020
00105855,129,2020
00103626,5.0,2020
00164609,70,2020
00105961,3305,2020
00165413,109,2020
00164645,87,2020
00106623,18.0,2020
00164812,10.0,2020
00139889,20,2020
00164788,427,2020
00126566,39,2020
00158501,220,2020
00140955,42.0,2020
00159023,220,2020
00164724,339,2020
00139454,43,2020
00126186,72.0,2020
00144164,40,2020
00188089,69,2020
00170558,215,2020
00120526,90.0,2020
00203582,5,2020
00219097,4.0,2020
00126308,1184,2020
00149655,2086.0,2020
00234412,16,2020
00274933,71,2020
00231363,697,2020
00244455,208,2020
00255619,75,2020
00258801,90,2020
00261443,274,2020
00260408,3.0,2020
00220561,0.0,2020
00160232,1.0,2020
00124540,1669.0,2020
00309503,892.0,2020
00356370,63.0,2020
00349097,0.0,2020
00413523,342,2020
00412597,16,2020
00372882,450.0,2020
00372873,863.0,2020
00302926,252.0,2020
00401731,2692,2020
00201450,20,2020
00428251,0.0,2020
00159698,2.0,2020
00158307,66,2020
00500254,5,2020
00303873,196,2020
00300548,18,2020
00503668,113.0,2020
00362238,31,2020
00195229,6,2020
00361008,19,2020
00539274,0.0,2020
00360595,90,2020
00583442,13,2020
00583424,208,2020
00635134,55,2020
00759513,97.0,2020
00795135,147,2020
00828497,121,2020
00872984,0.0,2020
00896285,52,2020
00956930,12,2020
00983040,1,2020
00992871,7,2020
01009789,3,2020
01032413,372,2020
01036446,1.0,2020
00877059,296,2020
00508344,15,2020
01060744,18,2020
00565154,20,2020
01168383,16,2020
01208885,30,2020
01238169,27.0,2020
00339391,106,2020
01263022,513,2020
01267170,98,2020
01262032,75.0,2020
01316236,90,2020
01316227,354.0,2020
01316245,326.0,2020
01316254,20,2020
00362441,30.0,2020
00148364,2,2020
00265324,16.0,2020
00260958,80,2020
00228536,16,2020
00127954,49.0,2020
00347062,1.0,2020
00871833,22.0,2020
00126937,1.0,2020
00150244,170,2020
00145109,31,2020
00148993,0.0,2020
00129387,45,2020
00109286,167,2020
00104768,17.0,2020
00163691,2,2020
00114792,36,2020
00138190,6.0,2020
00149354,1.0,2020
00128971,150,2020
00138701,0.0,2020
00114552,455.0,2020
00103006,46,2020
00173874,108.0,2020
00105271,134,2020
00132211,14,2020
00124197,0.0,2020
00146269,5.0,2020
00153393,76.0,2020
00162993,1,2020
00141149,1.0,2020
00113544,4,2020
00107598,116,2020
00109718,39,2020
00157991,0.0,2020
00108241,126,2020
00127802,5.0,2020
00130879,27,2020
00128555,16.0,2020
00118266,7,2020
00132804,9,2020
00125150,0.0,2020
00108135,0.0,2020
00125530,89,2020
00167192,3.0,2020
00125521,1051,2020
00126380,1220,2020
00166227,0.0,2020
00129679,34,2020
00164672,0.0,2020
00125080,1.0,2020
00124799,289.0,2020
00107613,0.0,2020
00126487,22,2020
00163114,0.0,2020
00140946,23,2020
00153861,492,2020
00101488,166,2020
00126478,254,2020
00166315,68,2020
00115977,59.0,2020
00106368,94.0,2020
00102618,9.0,2020
00143527,0.0,2020
00164636,0.0,2020
00166272,11.0,2020
00159786,14,2020
00105101,0.0,2020
00159193,155,2020
00130684,19,2020
00165583,14,2020
00159795,5.0,2020
00161125,124,2020
00133991,6,2020
00108913,91.0,2020
00176914,15.0,2020
00203290,0.0,2020
00122737,305.0,2020
00148276,21,2020
00105873,17,2020
00217947,197,2020
00158316,6,2020
00219486,2.0,2020
00261285,0.0,2020
00225159,0.0,2020
00222532,6,2020
00219574,0.0,2020
00340917,86,2020
00356361,150,2020
00159209,219,2020
00256955,1.0,2020
00377610,1.0,2020
00390055,0.0,2020
00413046,117,2020
00459871,0.0,2020
00481454,47,2020
00480455,34,2020
00400857,3.0,2020
00357935,5.0,2020
00555874,343,2020
00595191,3.0,2020
00414850,706,2020
00628189,682,2020
00679314,6,2020
00684714,247,2020
00776820,38,2020
00557508,4,2020
00194947,803,2020
00855093,6.0,2020
00241005,6,2020
00937324,50,2020
00939331,0.0,2020
00939687,5.0,2020
00983271,20,2020
00990165,10,2020
00101664,6,2020
00911955,6,2020
01108099,2.0,2020
01032486,2,2020
01128613,0.0,2020
00904672,29,2020
00653024,166,2020
01060814,4,2020
01319808,7,2020
01325979,24,2020
00118804,16.0,2020
00158325,235,2020
00252135,0.0,2020
00223762,16,2020
00130763,95.0,2020
00298270,31,2020
00358271,104,2020
00398701,0.0,2020
00579980,0.0,2020
00536541,14.0,2020
00486097,3,2020
00447609,316,2020
00554024,7.0,2020
00579999,23,2020
00525934,21,2020
00857727,14.0,2020
00549891,11.0,2020
01135941,29,2020
01234507,80,2020
00119195,15,2020
00144818,0.0,2020
00111847,9.0,2020
00148984,43,2020
00128032,7,2020
00149026,0.0,2020
00151395,10.0,2020
00166519,16.0,2020
00100939,58,2020
00144252,0.0,2020
00134723,0.0,2020
00149947,44,2020
00113243,13,2020
00106395,0.0,2020
00122472,4,2020
00122579,33,2020
00113234,25.0,2020
00159740,0.0,2020
00152862,0.0,2020
00101433,26,2020
00127042,0.0,2020
00158112,0.0,2020
00138729,8,2020
00136457,0.0,2020
00174527,61,2020
00148443,0.0,2020
00117300,0.0,2020
00104722,20,2020
00127167,1.0,2020
00158149,3,2020
00165343,1,2020
00152880,804.0,2020
00132725,3,2020
00111810,12,2020
00118275,0.0,2020
00111999,18,2020
00163673,2.0,2020
00164706,6.0,2020
00133812,59,2020
00109806,23.0,2020
00129235,18,2020
00133858,147,2020
00113492,3.0,2020
00172936,16,2020
00148920,23,2020
00129989,36,2020
00163716,0.0,2020
00168331,1.0,2020
00121288,9.0,2020
00160302,2.0,2020
00156691,187.0,2020
00128412,7,2020
00127200,17,2020
00145163,1,2020
00153126,7,2020
00155531,29,2020
00143794,0.0,2020
00111421,7,2020
00113535,0.0,2020
00145552,22.0,2020
00118026,56.0,2020
00126779,33,2020
00159254,0.0,2020
00108977,9.0,2020
00159810,12.0,2020
00260383,8.0,2020
00141404,4.0,2020
00122898,7,2020
00124090,21,2020
00130091,0.0,2020
00104388,3,2020
00152686,170,2020
00154329,15,2020
00137252,5.0,2020
00131692,0.0,2020
00145260,27.0,2020
00103042,43,2020
00138260,23,2020
00136864,71.0,2020
00103592,15,2020
00153621,4.0,2020
00162586,11,2020
00159971,0.0,2020
00151128,1.0,2020
00160205,0.0,2020
00102858,59,2020
00141273,0.0,2020
00155124,0.0,2020
00139764,0.0,2020
00129013,43,2020
00137207,0.0,2020
00138297,3,2020
00136271,12,2020
00163345,44,2020
00141477,26.0,2020
00172291,49,2020
00173102,4,2020
00146232,104,2020
00117179,1.0,2020
00140779,0.0,2020
00105156,3.0,2020
00124780,0.0,2020
00132637,22,2020
00112679,2.0,2020
00153339,0.0,2020
00113614,17,2020
00161976,3,2020
00166573,31,2020
00108940,0.0,2020
00119672,18,2020
00161709,2,2020
00143651,180,2020
00121039,13.0,2020
00142883,13,2020
00152729,27,2020
00149239,20,2020
00137359,13.0,2020
00118965,36,2020
00140131,0.0,2020
00198697,1.0,2020
00131197,0.0,2020
00121534,1.0,2020
00159500,417,2020
00112022,0.0,2020
00181943,0.0,2020
00145464,46.0,2020
00107987,24.0,2020
00133706,0.0,2020
00209780,13,2020
00231372,0.0,2020
00158963,0.0,2020
00134510,9,2020
00121543,78,2020
00130772,35,2020
00129642,2.0,2020
00369833,0.0,2020
00303217,0.0,2020
00159218,231,2020
00353878,23.0,2020
00398792,14,2020
00428729,0.0,2020
00435312,8,2020
00210856,24,2020
00406046,12,2020
00414601,0.0,2020
00454946,3.0,2020
00113225,3,2020
00540641,22.0,2020
00409672,16.0,2020
00573579,75,2020
00671376,199,2020
00589127,0.0,2020
00587466,0.0,2020
00117726,37,2020
00593032,54,2020
00365387,6.0,2020
00632304,21,2020
00520887,45,2020
00648721,1.0,2020
00428321,34,2020
00145598,3,2020
00687711,0.0,2020
00728638,0.0,2020
00173944,7,2020
00753643,0.0,2020
00670340,0.0,2020
00787376,6.0,2020
00360142,29,2020
00823429,1.0,2020
00815369,0.0,2020
00151368,4,2020
00661847,8,2020
00119140,10,2020
00526599,38,2020
00110608,0.0,2020
01010110,6.0,2020
00132354,2.0,2020
01059605,31,2020
01093007,0.0,2020
00225706,31,2020
01167056,89,2020
01205329,85,2020
01261893,24,2020
01267684,118,2020
00248974,40.0,2020
01310269,620,2020
00367844,2196,2020
01412822,14.0,2020
00128111,55,2020
00141671,11,2020
00216647,81,2020
00238782,8.0,2020
00226352,0.0,2020
00171265,72.0,2020
00258689,0.0,2020
00247975,10,2020
00239639,52,2020
00260930,94,2020
00187415,2.0,2020
00280688,9,2020
00369170,57,2020
00306454,3.0,2020
00353610,17,2020
00228350,0.0,2020
00225742,2.0,2020
00364467,30,2020
00378628,4,2020
00245472,2.0,2020
00399694,52,2020
00405320,8,2020
00104573,14.0,2020
00476498,69,2020
00177816,1.0,2020
00531014,0.0,2020
00359395,2,2020
00490151,0.0,2020
00524421,0.0,2020
00525642,23.0,2020
00444329,13,2020
00613318,19,2020
00612294,0.0,2020
00888347,22,2020
00366137,0.0,2020
01032404,8.0,2020
01061327,0.0,2020
00970453,8,2020
01067516,29,2020
00819073,28,2020
01159853,27,2020
01160363,27,2020
01168684,18,2020
01152470,88,2020
01237540,71,2020
01236532,2.0,2020
00897752,0.0,2020
01256864,0.0,2020
00112378,0.0,2020
00101628,4.0,2020
00133335,1.0,2020
00126089,6.0,2020
00141307,6.0,2020
00104698,14.0,2020
00145686,11,2020
00123541,15.0,2020
00147222,0.0,2020
00159573,1,2020
00112970,20,2020
00120872,0.0,2020
00107066,276,2020
00126414,6,2020
00152039,3.0,2020
00101220,12.0,2020
00154055,0.0,2020
00125974,71.0,2020
00117337,53,2020
00118345,18,2020
00148948,0.0,2020
00148461,5.0,2020
00106119,0.0,2020
00114765,0.0,2020
00117027,10,2020
00129350,6.0,2020
00102751,14.0,2020
00116268,14,2020
00163196,10,2020
00122694,34,2020
00133618,0.0,2020
00127857,1.0,2020
00149345,13,2020
00141626,0.0,2020
00118451,0.0,2020
00173698,14,2020
00123107,0.0,2020
00150828,82,2020
00121932,6.0,2020
00149804,4.0,2020
00174004,16,2020
00106313,368,2020
00123718,36,2020
00146214,0.0,2020
00160621,0.0,2020
00154426,17,2020
00122348,0.0,2020
00122056,0.0,2020
00161860,352.0,2020
00133511,4.0,2020
00115287,29.0,2020
00108038,30,2020
00172185,0.0,2020
00134963,0.0,2020
00148939,0.0,2020
00135050,24,2020
00138057,0.0,2020
00114093,14.0,2020
00109514,226.0,2020
00127158,0.0,2020
00162063,291,2020
00135962,423.0,2020
00156488,16,2020
00124151,27,2020
00136341,118.0,2020
00109754,4.0,2020
00136624,2.0,2020
00115612,377,2020
00141875,179,2020
00260392,0.0,2020
00122825,0.0,2020
00109824,13.0,2020
00126201,32,2020
00136402,0.0,2020
00109161,33.0,2020
00146296,11,2020
00104786,0.0,2020
00146454,6,2020
00115384,13,2020
00131939,0.0,2020
00157104,8,2020
00145446,5,2020
00107224,1.0,2020
00121570,0.0,2020
00146542,0.0,2020
00104999,4.0,2020
00138516,0.0,2020
00168401,0.0,2020
00117629,17.0,2020
00102140,0.0,2020
00111111,0.0,2020
00111689,0.0,2020
00163761,0.0,2020
00129271,0.0,2020
00128227,16.0,2020
00143262,0.0,2020
00160375,0.0,2020
00166500,8,2020
00148522,5,2020
00128980,0.0,2020
00118521,0.0,2020
00129280,0.0,2020
00153524,0.0,2020
00124027,13,2020
00129554,35,2020
00160861,0.0,2020
00162072,11,2020
00145437,37,2020
00141413,0.0,2020
00102113,21,2020
00112651,7,2020
00102432,578,2020
00129420,16,2020
00156354,35,2020
00150633,0.0,2020
00129509,22,2020
00111458,0.0,2020
00105299,10.0,2020
00122481,12.0,2020
00132628,1,2020
00106881,0.0,2020
00134565,11.0,2020
00143314,7.0,2020
00108746,19.0,2020
00146649,1.0,2020
00135777,0.0,2020
00103662,7.0,2020
00135111,5.0,2020
00118008,1.0,2020
00138792,254,2020
00134316,0.0,2020
00191588,9.0,2020
00115065,1.0,2020
00103510,0.0,2020
00180795,0.0,2020
00121969,13,2020
00142865,37,2020
00177199,0.0,2020
00114154,110,2020
00191472,6,2020
00157070,28,2020
00197759,1,2020
00136776,6.0,2020
00123781,5.0,2020
00144395,10,2020
00204208,23,2020
00178754,27.0,2020
00135795,19.0,2020
00118044,89,2020
00273615,2.0,2020
00186559,88,2020
00218575,10.0,2020
00193009,4.0,2020
00146861,57,2020
00125576,0.0,2020
00145862,13,2020
00122551,0.0,2020
00249247,6.0,2020
00161383,3.0,2020
00269241,6,2020
00347734,1.0,2020
00422895,49,2020
00423690,123.0,2020
00427483,26,2020
00357360,0.0,2020
00151298,0.0,2020
00365989,23.0,2020
00416654,0.0,2020
00469799,0.0,2020
00305668,49,2020
00415628,39,2020
00361488,0.0,2020
00508274,3,2020
00540605,228,2020
00172228,9,2020
00557933,36,2020
00442835,0.0,2020
00585219,12,2020
00112165,0.0,2020
00106614,4.0,2020
00441243,3.0,2020
00646732,0.0,2020
00652423,0.0,2020
00681142,1.0,2020
00683469,35,2020
00706715,0.0,2020
00226316,14,2020
00561866,49.0,2020
00797364,60,2020
00796994,0.0,2020
00828789,95.0,2020
00855163,1,2020
00852087,0.0,2020
00415646,0.0,2020
00332927,4.0,2020
00105606,18,2020
00816544,1.0,2020
01234297,0.0,2020
01236897,16,2020
01262458,0.0,2020
00651901,52,2020
00128546,5,2020
00130383,52.0,2020
00117276,0.0,2020
00137915,29,2020
00141246,160,2020
00105466,179.0,2020
00184667,25,2020
00173032,7.0,2020
00197476,0.0,2020
00158219,0.0,2020
00155948,137.0,2020
00227333,14,2020
00264547,16,2020
00301246,2.0,2020
00141389,11.0,2020
00265041,2.0,2020
00246417,20,2020
00263654,0.0,2020
00230425,1.0,2020
00405278,20,2020
00313649,1.0,2020
00369657,16,2020
00375931,41.0,2020
00523307,48.0,2020
00541349,179,2020
00525679,27,2020
00114808,49,2020
00580199,19,2020
00556907,38,2020
00181299,31,2020
00545734,4,2020
00545929,2.0,2020
00411048,0.0,2020
00530185,52,2020
00693554,13,2020
00623661,9.0,2020
00808022,0.0,2020
00842619,10.0,2020
00838005,11,2020
00989619,0.0,2020
01074862,361,2020
01078178,0.0,2020
01090471,2.0,2020
01029394,0.0,2020
01336373,1.0,2020
01182444,0.0,2020
01181515,0.0,2020
00104519,1.0,2020
00107677,0.0,2020
00167208,132.0,2020
00150439,4.0,2020
00132868,0.0,2020
00134176,0.0,2020
00159564,6.0,2020
00480950,0.0,2020
00458234,21,2020
00110750,0.0,2020
00161781,30.0,2020
00306162,18.0,2020
00788773,11,2020
01061558,5,2020
00536523,0.0,2020
